Actual,Predicted,Probability,Prediction_Label
0,0,0.020466796066261807,Genuine
0,0,0.15853898776500383,Genuine
0,0,0.0699379788883569,Genuine
1,1,0.9999999997648947,Fraudulent
0,0,0.2234855387907007,Genuine
0,0,0.04141663128875636,Genuine
1,1,0.8484216157065113,Fraudulent
1,1,0.9018002910297143,Fraudulent
1,0,0.2810711679361134,Genuine
1,1,0.9994827911971209,Fraudulent
1,1,0.999999999489104,Fraudulent
1,1,0.9999051821238143,Fraudulent
0,0,0.24215010677556328,Genuine
1,1,0.9987283563626844,Fraudulent
0,0,0.05601873530424279,Genuine
1,1,0.9998196095257637,Fraudulent
0,0,0.037876523758210934,Genuine
0,0,0.041034639645325756,Genuine
0,0,0.049414549237481606,Genuine
0,0,0.07964647245124794,Genuine
1,1,0.9999999998260731,Fraudulent
0,0,0.18321568496994647,Genuine
1,1,0.7433818613601703,Fraudulent
1,1,0.9999999898708901,Fraudulent
1,0,0.24313949408958416,Genuine
0,0,0.046614747946561876,Genuine
1,1,0.9999999997089444,Fraudulent
1,1,0.9853246359311838,Fraudulent
1,1,0.9955726013412672,Fraudulent
0,0,0.03448298855844362,Genuine
0,0,0.14441684940398516,Genuine
1,0,0.21670083244777275,Genuine
1,1,0.9999872307584101,Fraudulent
1,1,0.9999999990345261,Fraudulent
1,1,0.9842121710720482,Fraudulent
1,1,0.9917564246779584,Fraudulent
1,1,0.9149703410906955,Fraudulent
0,0,0.03257047074737021,Genuine
0,0,0.028415785293503863,Genuine
1,1,0.9999999986553334,Fraudulent
0,0,0.27781737481298824,Genuine
0,0,0.03611955170559621,Genuine
0,0,0.04475855687098156,Genuine
0,0,0.2890258435997168,Genuine
1,1,0.9997281933483069,Fraudulent
1,1,0.7505033083924492,Fraudulent
0,0,0.0719698254566392,Genuine
1,1,0.9999999998399911,Fraudulent
1,1,0.9999999999980826,Fraudulent
1,1,0.9999999993828887,Fraudulent
0,0,0.09772632429795901,Genuine
1,1,0.8960728272066504,Fraudulent
1,1,0.9983236782646625,Fraudulent
0,0,0.17500235173703527,Genuine
1,1,0.9999999998690945,Fraudulent
0,0,0.2863561211753352,Genuine
1,1,0.9848437149587003,Fraudulent
0,0,0.24460119777465525,Genuine
1,1,0.9999999999546492,Fraudulent
0,0,0.2263825883455649,Genuine
1,1,0.9454505139524655,Fraudulent
1,1,0.8818942865500992,Fraudulent
0,0,0.04493337248400992,Genuine
1,1,0.9999999999590665,Fraudulent
1,1,0.9929520566227565,Fraudulent
0,0,0.02462698951805621,Genuine
1,1,0.9995485845501028,Fraudulent
0,0,0.1761510768802282,Genuine
1,1,0.9999999885124505,Fraudulent
1,1,0.9999999999980742,Fraudulent
0,0,0.17618206025958114,Genuine
0,0,0.04843323663706121,Genuine
1,1,0.9999999998226292,Fraudulent
0,0,0.04166454332463013,Genuine
0,0,0.04343097932788342,Genuine
1,1,0.9978234232764646,Fraudulent
0,0,0.19753027297039022,Genuine
0,0,0.11185196288495573,Genuine
1,1,0.9950032974434116,Fraudulent
1,0,0.3630201081949288,Genuine
0,1,0.5552358637723476,Fraudulent
0,0,0.08477729985026208,Genuine
1,1,0.9999957155491015,Fraudulent
0,0,0.03831458053298108,Genuine
1,1,0.9933656264420156,Fraudulent
1,1,0.999966201779983,Fraudulent
0,0,0.0337659106203676,Genuine
0,0,0.18599285094190754,Genuine
1,1,0.986240223282492,Fraudulent
0,0,0.10304044879993747,Genuine
0,0,0.19602621315022514,Genuine
0,0,0.2391283173926523,Genuine
1,1,0.9999999988959729,Fraudulent
1,1,0.999999999047837,Fraudulent
1,1,0.9998329560435114,Fraudulent
1,1,0.9999999987989896,Fraudulent
1,1,0.7401340053585623,Fraudulent
1,1,0.9999999993241515,Fraudulent
0,0,0.2089286872875883,Genuine
1,1,0.9993182439343987,Fraudulent
0,0,0.022095016165203592,Genuine
0,0,0.2562003375150609,Genuine
0,0,0.04748041378738907,Genuine
1,1,0.9999999997666076,Fraudulent
1,1,0.999796358658329,Fraudulent
0,0,0.08728475314388333,Genuine
1,1,0.997226799381373,Fraudulent
1,1,0.9999613605464098,Fraudulent
1,1,0.9840341868440584,Fraudulent
1,1,0.9999852272058677,Fraudulent
0,0,0.31978305971045856,Genuine
1,1,0.871173308070438,Fraudulent
1,1,0.9988056705804484,Fraudulent
0,0,0.309783427605522,Genuine
1,1,0.7372576696892997,Fraudulent
1,1,0.9999999989585231,Fraudulent
1,1,0.9999956304573137,Fraudulent
1,1,0.9845142034681769,Fraudulent
1,0,0.1671142083625997,Genuine
1,1,0.9956485640082262,Fraudulent
1,1,0.9988369567198201,Fraudulent
1,1,0.999999999846108,Fraudulent
0,0,0.042053240332498146,Genuine
0,0,0.13356989824708657,Genuine
1,0,0.2199803360386782,Genuine
1,1,0.9999857472302454,Fraudulent
0,0,0.0963531302836001,Genuine
0,0,0.0868090209029621,Genuine
1,1,0.9923718377596253,Fraudulent
1,1,0.9999984846531819,Fraudulent
1,1,0.9949372435357293,Fraudulent
0,0,0.030312380986167946,Genuine
0,0,0.10183470653388876,Genuine
0,0,0.05340399669511487,Genuine
0,0,0.03456221390446443,Genuine
0,0,0.24972873526956382,Genuine
1,1,0.9999999999804221,Fraudulent
1,1,0.9976826419340262,Fraudulent
1,1,0.9979333810531743,Fraudulent
1,0,0.3295610565229833,Genuine
0,0,0.2142465833757198,Genuine
1,1,0.9958780163454929,Fraudulent
0,0,0.07999646792041815,Genuine
0,0,0.2110874308641765,Genuine
1,1,0.6878114096925046,Fraudulent
0,0,0.18162143839408312,Genuine
1,1,0.9999999989732422,Fraudulent
0,0,0.18074966237053028,Genuine
1,1,0.9999999999980875,Fraudulent
1,1,0.9999999999925684,Fraudulent
0,0,0.22168494873740363,Genuine
0,0,0.1172548252409747,Genuine
0,0,0.30753809479052613,Genuine
1,1,0.9999903487431558,Fraudulent
0,0,0.04197245672941755,Genuine
0,0,0.07073030821005898,Genuine
1,1,0.5058388895559969,Fraudulent
0,0,0.1484063655283423,Genuine
0,0,0.1537177091516539,Genuine
0,0,0.1861794562773191,Genuine
1,1,0.9999988824508267,Fraudulent
0,0,0.025535068507031425,Genuine
1,1,0.9999999992557631,Fraudulent
0,0,0.06197528590032518,Genuine
1,1,0.992741167960981,Fraudulent
0,0,0.03367060135126564,Genuine
0,0,0.05576699931702851,Genuine
1,1,0.999997103132341,Fraudulent
1,1,0.999984441050476,Fraudulent
0,0,0.07242429486605556,Genuine
1,1,0.9999638063122901,Fraudulent
0,0,0.04645762965866812,Genuine
1,1,0.9999392094080336,Fraudulent
1,1,0.9939921100595149,Fraudulent
0,0,0.02103111887728923,Genuine
0,0,0.23488917710042764,Genuine
0,0,0.33024905229926355,Genuine
0,0,0.34997837656368747,Genuine
0,0,0.17956911734353884,Genuine
0,0,0.13159694778246692,Genuine
0,0,0.12577513084275674,Genuine
1,1,0.999993328853991,Fraudulent
0,0,0.29292561551638185,Genuine
0,0,0.04505269057576926,Genuine
1,1,0.9999953790056976,Fraudulent
0,0,0.20159997744941086,Genuine
1,1,0.9999999994787372,Fraudulent
1,1,0.9999999988218902,Fraudulent
1,1,0.8702542069814285,Fraudulent
0,0,0.20808517324414966,Genuine
1,1,0.9999999997437388,Fraudulent
0,0,0.08160500540108526,Genuine
0,0,0.03230529184848286,Genuine
1,1,0.9782301156625688,Fraudulent
0,0,0.017973279757136567,Genuine
0,0,0.2838518070957595,Genuine
0,0,0.27307997313188814,Genuine
1,1,0.8336705052066921,Fraudulent
0,0,0.05925136325162525,Genuine
0,0,0.16583526349287123,Genuine
0,0,0.08341577896452458,Genuine
1,1,0.854419600344026,Fraudulent
1,1,0.9409225271959837,Fraudulent
0,0,0.01685052507374347,Genuine
0,0,0.02244177230930324,Genuine
1,1,0.7562112800334945,Fraudulent
0,0,0.24525857547711505,Genuine
1,1,0.9554350672664046,Fraudulent
1,1,0.9999976356541329,Fraudulent
1,1,0.9954508057080387,Fraudulent
0,0,0.020700874874958638,Genuine
0,0,0.04788572332233874,Genuine
1,1,0.9999978959711611,Fraudulent
0,0,0.033105031344660786,Genuine
0,0,0.3018941485335473,Genuine
1,1,0.9999999999378577,Fraudulent
1,1,0.9935148656654117,Fraudulent
0,0,0.07383131850754786,Genuine
1,1,0.9824641659913278,Fraudulent
1,1,0.999983270704858,Fraudulent
1,1,0.9999951516106191,Fraudulent
0,0,0.04076079903811368,Genuine
1,1,0.9757073687244696,Fraudulent
1,1,0.9999999223760447,Fraudulent
0,0,0.036149970227717966,Genuine
0,0,0.14984296311744505,Genuine
0,0,0.1576034838878361,Genuine
1,1,0.9994574420956733,Fraudulent
1,1,0.9977649913682647,Fraudulent
1,0,0.2608094979257991,Genuine
1,1,0.8612150018260619,Fraudulent
1,1,0.9987284050907855,Fraudulent
0,0,0.12109950647205732,Genuine
1,1,0.9999967872390852,Fraudulent
0,0,0.18852586006518515,Genuine
0,0,0.05351460011903113,Genuine
0,0,0.038919750087038664,Genuine
0,0,0.06013786527419129,Genuine
0,0,0.09292028906979558,Genuine
0,0,0.27400212923912226,Genuine
0,0,0.0313416029687492,Genuine
0,0,0.025276835786704407,Genuine
0,0,0.08509053844011831,Genuine
1,1,0.999662624033013,Fraudulent
0,0,0.16326733411464567,Genuine
0,0,0.013356863415618892,Genuine
1,1,0.9994769904577483,Fraudulent
1,1,0.9999994254670498,Fraudulent
1,1,0.9999999999876337,Fraudulent
0,0,0.04115051383067798,Genuine
0,0,0.02610105415883061,Genuine
0,0,0.15480933684905854,Genuine
0,0,0.0302897905489399,Genuine
0,0,0.021091546708447314,Genuine
0,0,0.10850606221341025,Genuine
0,0,0.02091234677759309,Genuine
1,0,0.38189217941462245,Genuine
0,0,0.1132845135451663,Genuine
1,1,0.9277339758509167,Fraudulent
0,0,0.0192918625913101,Genuine
1,1,0.9999997636060268,Fraudulent
1,1,0.9999999996843902,Fraudulent
0,0,0.021343186755285123,Genuine
1,1,0.9997647704405538,Fraudulent
0,0,0.022293300925669886,Genuine
1,0,0.38694674896528186,Genuine
1,1,0.5902625441366324,Fraudulent
0,0,0.06051172962971631,Genuine
1,1,0.730353095050829,Fraudulent
0,0,0.14013978840420777,Genuine
1,1,0.9999973700663839,Fraudulent
0,0,0.020986098677612926,Genuine
1,1,0.9987164283174893,Fraudulent
0,0,0.12186432507962232,Genuine
0,0,0.04378466260477321,Genuine
0,0,0.027809748573499053,Genuine
0,0,0.3026080915886796,Genuine
1,1,0.5387476073509787,Fraudulent
1,1,0.9970510415868812,Fraudulent
0,0,0.12143909543880532,Genuine
1,1,0.9999995666223458,Fraudulent
1,1,0.9999997751583797,Fraudulent
1,1,0.9999999996630851,Fraudulent
1,1,0.5964932980577745,Fraudulent
1,1,0.942383575976059,Fraudulent
1,1,0.9950234837251597,Fraudulent
1,1,0.5906486283810463,Fraudulent
0,0,0.10144902873885484,Genuine
1,1,0.9830871926944488,Fraudulent
1,1,0.9999624662956154,Fraudulent
1,1,0.9999659917268533,Fraudulent
1,0,0.07172206867169278,Genuine
1,0,0.039533574991373055,Genuine
1,1,0.9999999999583458,Fraudulent
0,0,0.17319445982786477,Genuine
0,0,0.2561215191476393,Genuine
0,0,0.09121862478010925,Genuine
0,0,0.24837858599463813,Genuine
1,1,0.9999649321874112,Fraudulent
1,1,0.9996346180348311,Fraudulent
0,0,0.21334412439015035,Genuine
1,1,0.999999999994553,Fraudulent
1,1,0.999999999658751,Fraudulent
1,1,0.9999999993646509,Fraudulent
1,1,0.999999964737554,Fraudulent
0,0,0.03360756228433021,Genuine
0,0,0.16256397416466845,Genuine
1,1,0.9977412132098372,Fraudulent
1,1,0.9999990393504381,Fraudulent
1,1,0.9957929894624238,Fraudulent
1,1,0.9999999999469367,Fraudulent
1,1,0.9999999997601174,Fraudulent
1,0,0.4235480764887367,Genuine
1,1,0.9999931795282927,Fraudulent
1,1,0.9999990838616528,Fraudulent
1,1,0.9997964521776415,Fraudulent
1,1,0.999998573542852,Fraudulent
1,1,0.9640150995261287,Fraudulent
1,1,0.9999909603559886,Fraudulent
0,0,0.1931564472787924,Genuine
0,0,0.04219088329302637,Genuine
0,0,0.031226381039111677,Genuine
0,0,0.0563902795414119,Genuine
1,1,0.9923159628203027,Fraudulent
1,1,0.6265948666424772,Fraudulent
1,1,0.999999999991221,Fraudulent
1,0,0.10622132631474213,Genuine
0,0,0.3482185147497861,Genuine
1,1,0.9999999988786863,Fraudulent
1,1,0.9962929481320246,Fraudulent
1,1,0.9999999999981024,Fraudulent
0,0,0.4057621527532136,Genuine
0,0,0.1186136078049848,Genuine
1,1,0.9558143190196716,Fraudulent
1,1,0.9999742754730968,Fraudulent
1,1,0.9981529073294652,Fraudulent
1,1,0.9999732912805416,Fraudulent
1,1,0.9999985591883391,Fraudulent
1,1,0.9999999998691205,Fraudulent
0,0,0.035596738637638146,Genuine
1,0,0.21615948245450098,Genuine
0,0,0.22660781091879312,Genuine
1,1,0.9988620856516434,Fraudulent
1,1,0.9999999999558931,Fraudulent
1,1,0.9976930151608389,Fraudulent
1,1,0.9980110171107034,Fraudulent
1,1,0.9855011801667065,Fraudulent
1,1,0.9827819644685956,Fraudulent
0,0,0.23941691683418573,Genuine
0,0,0.12134015507913132,Genuine
0,0,0.09148102138518495,Genuine
0,0,0.15889940681683576,Genuine
1,1,0.998342333072389,Fraudulent
0,1,0.8958529122535214,Fraudulent
1,1,0.9996980227532397,Fraudulent
1,1,0.9999999999536817,Fraudulent
0,0,0.038765375800279986,Genuine
0,0,0.3112433240340644,Genuine
1,1,0.9324502763998178,Fraudulent
0,0,0.02220436966936775,Genuine
0,0,0.13911166798977126,Genuine
0,0,0.030624870002672815,Genuine
0,0,0.11392059417014039,Genuine
1,1,0.9917741882592344,Fraudulent
0,0,0.029593741272657216,Genuine
1,1,0.996927529716519,Fraudulent
1,1,0.6432464606628069,Fraudulent
0,0,0.15989439183195855,Genuine
0,0,0.13292318601519257,Genuine
1,1,0.9999966381052502,Fraudulent
1,1,0.543556035894936,Fraudulent
1,1,0.9998022667783358,Fraudulent
0,0,0.08232706276129872,Genuine
1,1,0.999989389022261,Fraudulent
1,1,0.9999999998086133,Fraudulent
0,0,0.05533312170353352,Genuine
0,0,0.1562757960381446,Genuine
0,0,0.19825293026753688,Genuine
1,1,0.9998496770573588,Fraudulent
0,0,0.2695157480720471,Genuine
0,0,0.19929822871249783,Genuine
0,0,0.11104162843894066,Genuine
1,1,0.9999999993156812,Fraudulent
0,0,0.028702033719221733,Genuine
0,0,0.13401952329970027,Genuine
0,0,0.03183881463984629,Genuine
0,0,0.03978041080592998,Genuine
0,1,0.5413517734408719,Fraudulent
0,0,0.19348964958026774,Genuine
1,1,0.7351040100176017,Fraudulent
0,0,0.36606396838158706,Genuine
1,0,0.48347184023723627,Genuine
1,1,0.9998575429385971,Fraudulent
1,1,0.9999997751583797,Fraudulent
0,0,0.038942257243112066,Genuine
0,0,0.2185303578778494,Genuine
1,1,0.9823062732073741,Fraudulent
1,1,0.9999734729851969,Fraudulent
1,1,0.9585809011649573,Fraudulent
0,0,0.02164891859127973,Genuine
1,1,0.992212190021705,Fraudulent
1,1,0.9925976751438473,Fraudulent
0,0,0.1992926463685278,Genuine
0,0,0.11024749761413725,Genuine
0,0,0.03411849277669551,Genuine
0,0,0.036254118412336105,Genuine
0,0,0.2489962756666315,Genuine
1,1,0.9996364671026969,Fraudulent
1,1,0.99998835057057,Fraudulent
1,1,0.9999999959111765,Fraudulent
1,1,0.9999994534840826,Fraudulent
0,0,0.024495626570141083,Genuine
1,1,0.9641986733778386,Fraudulent
0,0,0.038982111269844924,Genuine
0,0,0.3665367919970107,Genuine
1,1,0.9999949916863665,Fraudulent
1,1,0.9999999998092328,Fraudulent
1,1,0.9999999999981108,Fraudulent
0,0,0.4182557039278805,Genuine
1,0,0.4622202576084091,Genuine
0,0,0.029915129626608337,Genuine
0,0,0.04002313985646239,Genuine
0,0,0.02731611502102567,Genuine
1,1,0.9363054281680194,Fraudulent
1,1,0.7443987419385493,Fraudulent
1,1,0.9999999999980982,Fraudulent
1,1,0.9999767856955954,Fraudulent
0,0,0.24470036295754724,Genuine
0,0,0.07807474636784942,Genuine
0,0,0.019950650984943388,Genuine
1,1,0.9990784836216902,Fraudulent
0,0,0.36376705579139945,Genuine
0,0,0.18267097659866358,Genuine
1,1,0.9999999990093558,Fraudulent
1,1,0.8302239141864364,Fraudulent
1,1,0.8039193834391177,Fraudulent
1,1,0.9999999999295826,Fraudulent
0,0,0.043457544549572104,Genuine
1,1,0.8011219130169865,Fraudulent
0,0,0.27861302798722737,Genuine
1,1,0.9999999999414808,Fraudulent
0,0,0.07157721084484778,Genuine
0,0,0.024839850419407717,Genuine
0,0,0.19525793661333313,Genuine
0,0,0.033661346867355155,Genuine
1,1,0.9999999996246953,Fraudulent
1,1,0.975552120990959,Fraudulent
0,0,0.056037814617927645,Genuine
0,0,0.03388516541225766,Genuine
0,0,0.09166214363385738,Genuine
0,0,0.10636505668139164,Genuine
1,1,0.9999868342635827,Fraudulent
1,1,0.9999999998906277,Fraudulent
0,0,0.4954397219659044,Genuine
1,1,0.9999982627591497,Fraudulent
1,1,0.8957309392737379,Fraudulent
0,0,0.16110955851077505,Genuine
0,0,0.18119929857829067,Genuine
0,0,0.0762508991568116,Genuine
1,1,0.9999834708317616,Fraudulent
0,0,0.19045070609405781,Genuine
0,0,0.03595874188925164,Genuine
0,0,0.2540568837699858,Genuine
1,1,0.9995988245697351,Fraudulent
0,0,0.11731098269655368,Genuine
0,0,0.036802118504721044,Genuine
0,0,0.25842923393644285,Genuine
0,0,0.02797319065298437,Genuine
1,1,0.9507979362596517,Fraudulent
1,1,0.9986391739505687,Fraudulent
1,1,0.9982316065261146,Fraudulent
1,1,0.9997486201839991,Fraudulent
0,0,0.02063669931859141,Genuine
0,0,0.29570744427632734,Genuine
0,0,0.25729009358935107,Genuine
0,0,0.05484460083806507,Genuine
1,1,0.9108120911146488,Fraudulent
0,0,0.06726171345389678,Genuine
0,0,0.04853627603626126,Genuine
1,1,0.9998975221409617,Fraudulent
1,1,0.9965707661003118,Fraudulent
1,1,0.9999999999980613,Fraudulent
0,0,0.38479298622850716,Genuine
0,0,0.36588278680466063,Genuine
0,0,0.03365533333705186,Genuine
1,1,0.9999999998432241,Fraudulent
0,0,0.038556553199795306,Genuine
0,0,0.0356566198855736,Genuine
1,1,0.9999927264487917,Fraudulent
0,0,0.03198009145466859,Genuine
1,1,0.9999924032512298,Fraudulent
1,1,0.8517195272222234,Fraudulent
0,0,0.02724096670218639,Genuine
0,0,0.031749789157059505,Genuine
1,1,0.9898272425917785,Fraudulent
0,0,0.2632443690171359,Genuine
0,0,0.2347584643936589,Genuine
1,1,0.9998760418258135,Fraudulent
0,0,0.06381944228172766,Genuine
0,0,0.05025023964108514,Genuine
1,1,0.9999996807534399,Fraudulent
1,1,0.964747246530169,Fraudulent
0,0,0.016492576897406068,Genuine
1,1,0.9999993291756898,Fraudulent
1,1,0.999999999995347,Fraudulent
1,1,0.9993073189489763,Fraudulent
0,0,0.06213420025646917,Genuine
0,0,0.18134300638520073,Genuine
0,0,0.15861332439797102,Genuine
0,0,0.23176951625045814,Genuine
0,0,0.1428154470913157,Genuine
0,0,0.11648024961861218,Genuine
1,1,0.9999999989411124,Fraudulent
0,0,0.20235439655453658,Genuine
0,0,0.16380478173210714,Genuine
0,0,0.058176866275835425,Genuine
1,1,0.9999999998790139,Fraudulent
0,0,0.162901338380612,Genuine
1,1,0.9936356402194322,Fraudulent
0,0,0.15506210974202567,Genuine
0,0,0.043290609469142934,Genuine
1,0,0.27924927450454207,Genuine
0,0,0.16044249029376378,Genuine
0,0,0.03913085858750429,Genuine
0,0,0.3358739470615111,Genuine
0,0,0.3944005501297218,Genuine
1,1,0.9999999999554525,Fraudulent
0,0,0.09316487422912706,Genuine
0,0,0.11121054012121734,Genuine
1,1,0.9983232432749778,Fraudulent
1,0,0.3345707949624501,Genuine
0,0,0.22360561304968996,Genuine
1,1,0.9999999998816784,Fraudulent
0,0,0.26311795263664906,Genuine
0,0,0.18481247530760223,Genuine
0,0,0.09617779956561655,Genuine
1,1,0.999991823774045,Fraudulent
0,0,0.15922422353927235,Genuine
0,0,0.2703464343756563,Genuine
0,0,0.14850124192217445,Genuine
1,1,0.9954248956793372,Fraudulent
1,1,0.9999946553558245,Fraudulent
0,0,0.26791547481159983,Genuine
0,0,0.03399799779117731,Genuine
0,0,0.42522209208885053,Genuine
1,1,0.9999930400369097,Fraudulent
1,1,0.9999999999975064,Fraudulent
1,1,0.9976610776561708,Fraudulent
1,1,0.9923053086933541,Fraudulent
1,1,0.9998005601504483,Fraudulent
1,1,0.9964923422272386,Fraudulent
0,0,0.2688380882378812,Genuine
0,0,0.2559855105783808,Genuine
1,1,0.9998677060160209,Fraudulent
1,1,0.9999999999981128,Fraudulent
1,1,0.9974668038379915,Fraudulent
0,0,0.2159575086055599,Genuine
0,0,0.1662875927776926,Genuine
1,1,0.9999999999912943,Fraudulent
1,1,0.9996722605426179,Fraudulent
1,1,0.999999998438591,Fraudulent
1,1,0.9999999988934167,Fraudulent
1,1,0.9999977092050911,Fraudulent
0,0,0.15268568063923618,Genuine
0,0,0.039597437940356875,Genuine
1,1,0.9999836999827031,Fraudulent
0,0,0.07862219071308892,Genuine
1,1,0.999884682475505,Fraudulent
0,0,0.058636128826890135,Genuine
0,0,0.13272399550770214,Genuine
1,0,0.161762289694745,Genuine
0,0,0.07823668526391389,Genuine
0,0,0.023355599476985955,Genuine
0,0,0.1365700681714873,Genuine
0,0,0.021811262500519464,Genuine
0,0,0.08350747444328956,Genuine
0,0,0.22420988623959173,Genuine
1,0,0.27861643375158157,Genuine
0,0,0.1267603163002341,Genuine
1,1,0.9983941004086181,Fraudulent
0,0,0.08971334367053536,Genuine
0,0,0.20251097218179398,Genuine
1,1,0.9999999999980926,Fraudulent
1,1,0.9795026444906272,Fraudulent
1,1,0.9999346249610673,Fraudulent
1,1,0.9999999999934104,Fraudulent
1,1,0.6000026219471056,Fraudulent
1,1,0.9998871110988901,Fraudulent
0,0,0.2594609991484278,Genuine
0,0,0.0444016636316579,Genuine
1,1,0.9999995622526816,Fraudulent
1,1,0.9999986153936933,Fraudulent
1,1,0.9999997751583797,Fraudulent
0,0,0.046403074233210384,Genuine
1,1,0.9869939068086085,Fraudulent
1,1,0.999908585005566,Fraudulent
0,0,0.0936846143958861,Genuine
1,1,0.9999999992201378,Fraudulent
0,0,0.055748721314995205,Genuine
0,0,0.20201888324084163,Genuine
0,0,0.05794417463637225,Genuine
1,1,0.9999999994925051,Fraudulent
1,1,0.9999393814285586,Fraudulent
0,0,0.06707540988775874,Genuine
1,1,0.9999999997638565,Fraudulent
1,1,0.9999999999872875,Fraudulent
0,0,0.07423127428171701,Genuine
1,1,0.9999999998923981,Fraudulent
0,1,0.8924435108398765,Fraudulent
1,1,0.9999977320059988,Fraudulent
1,1,0.999999999995347,Fraudulent
0,0,0.14601579962649314,Genuine
0,0,0.2829604401399089,Genuine
0,0,0.04963812807175274,Genuine
1,1,0.7728082794237644,Fraudulent
1,1,0.9999760391875898,Fraudulent
0,0,0.09608389841947573,Genuine
1,1,0.9999785811550705,Fraudulent
1,1,0.9988142337095359,Fraudulent
1,1,0.9621265711128186,Fraudulent
1,1,0.9944793255766983,Fraudulent
0,0,0.031923044448265554,Genuine
0,0,0.11797232946029627,Genuine
0,0,0.07497553199505923,Genuine
1,1,0.8928865652103383,Fraudulent
1,1,0.9999955308103976,Fraudulent
1,1,0.9999252040990823,Fraudulent
0,0,0.06399847015749867,Genuine
1,1,0.9999508227494636,Fraudulent
1,1,0.999950304848229,Fraudulent
1,1,0.9999999998349067,Fraudulent
1,1,0.999995235635391,Fraudulent
0,0,0.022547848667702527,Genuine
1,1,0.999999999997524,Fraudulent
1,1,0.9999999989642026,Fraudulent
0,0,0.08415359986895865,Genuine
0,0,0.08361847971947581,Genuine
0,0,0.23797143816365088,Genuine
0,0,0.0391091731703908,Genuine
1,1,0.9886434452286271,Fraudulent
0,0,0.23765189303782103,Genuine
0,0,0.0603298493567289,Genuine
0,0,0.2727114197010261,Genuine
0,0,0.3204956905405947,Genuine
0,0,0.018570116877245652,Genuine
0,0,0.10854807391372691,Genuine
1,1,0.9999999988175909,Fraudulent
1,1,0.9544354573375683,Fraudulent
1,1,0.9935154487143388,Fraudulent
0,0,0.019514060323089364,Genuine
0,0,0.10337024889843698,Genuine
1,1,0.9999999999980798,Fraudulent
0,0,0.021834229328521457,Genuine
0,0,0.342629245363393,Genuine
0,0,0.026883366863835672,Genuine
0,0,0.02439482963658324,Genuine
0,0,0.10359177378575198,Genuine
0,0,0.036370497890256946,Genuine
0,0,0.022687258424514942,Genuine
1,1,0.987159451015286,Fraudulent
1,1,0.9999999996342719,Fraudulent
1,1,0.9997796798335163,Fraudulent
0,0,0.02025345464212077,Genuine
0,0,0.04070554593204989,Genuine
0,0,0.026387212161312255,Genuine
0,0,0.08860234051201854,Genuine
0,0,0.052667428986935445,Genuine
0,0,0.236390356566081,Genuine
1,1,0.9999999999155156,Fraudulent
1,1,0.9999529284757459,Fraudulent
0,0,0.1501962781517036,Genuine
1,1,0.9999994764125569,Fraudulent
0,0,0.4855407604157413,Genuine
0,0,0.1389630554353375,Genuine
